,rel_type,child_part_num,parent_part_num
5861,P,14769pr1017,14769
5862,P,3068bpr9907,3068b
5863,P,3068bpr0499,3068b
5864,P,970c00pr0850,970c00
5865,P,3626cpr1674,3626c
5866,P,67095pr0012,67095
5867,P,970c00pr0855,970c00
5868,P,970c00pr0806,970c00
5869,B,792,792c03
5870,T,85800pat0001,85800
5871,P,973pb0573,3814
5872,P,15068pr0020,15068
5873,P,15625pr0006,15625
5874,P,3068bpr0258,3068b
5875,P,3068bpr0259,3068b
5876,P,87610pr0005,87610
5877,P,41855pr0001,41855
5878,P,2654pr0008,2654
5879,B,3135,3135c02
5880,B,3135,3135c03
5881,P,40374pr0002,40374
5882,B,4180,4180c04
5883,B,4180,4180c05
5884,P,3626cpr2050,3626c
5885,P,3069bpr0279,3069b
5886,P,3626bpr0031,3626b
5887,P,970c00pr0876,970c00
5888,P,3068bpr9906,3068b
5889,T,21019x268pat01,21019c00
5890,P,40373pr0005,40373
5891,P,970c00pr1133,970c00
5892,P,2431pr0068,2431
5893,P,973c27h01pr9738,973c27h01
5894,P,88930pr0007,88930
5895,P,98133pr0006,98133
5896,P,3068bpr0551,3068b
5897,P,3068bpr0108,3068b
5898,P,2431pr0031,2431
5899,P,3003pr0057,3003
5900,P,3626bpr9981,3626b
5901,P,3645pr0003,3645
5902,P,3626cpr9823,3626c
5903,P,30375pr0004,30375
5904,P,3298pr0005,3298
5905,P,3068bpr9904,3068b
5906,P,2586pr0014,2586
5907,A,973c54h46pr0323,973c42h25pr2717
5908,P,14769pr1150,14769
5909,P,3857pr0001,3857
5910,P,3626cpr2481,3626c
5911,P,3899pr0007,3899
5912,P,6256pr1002,6256
5913,P,973c27h01pr5131,973c27h01
5914,P,973c27h01pr2860,973c27h01
5915,P,3626cpr0998,3626c
5916,P,970x001pr0005,970x001
5917,P,3003pr0024,3003
5918,P,3008apr0030,3008a
5919,P,50995pr0002,50995
5920,P,90462pr0001,90462
5921,P,3626bpr0368,3626b
5922,P,3626bpr0435,3626b
5923,P,18895pr0002,18895
5924,P,3626bpr0567,3626b
5925,P,3068bpr0158,3068b
5926,P,3068bpr0217,3068b
5927,P,3754pr0001,3754
5928,P,98569pr0003,98569
5929,P,3626bpr0763,3626b
5930,P,1022Apr0148,1022A
5931,P,970c00pr0362,970c00
5932,P,970c00pr0187,970c00
5933,P,47844pr0001,47844
5934,P,3068bpr0032,3068b
5935,P,1041Apr0001,1041A
5936,P,33009pr0009,33009
5937,P,3623pr0029,3623
5938,P,41854pr0005,41854
5939,R,90190,90187c01pr0002
5940,T,55706pat0002,55706
5941,A,6584,92340
5942,P,90398pr0004,90398
5943,P,98069pr0003,98069
5944,P,3068bpr0247,3068b
5945,P,6069pr0010,6069
5946,P,98374pr0001,98374
5947,B,793,792c03
5948,B,795,792c03
5949,P,3068bpr0324,3068b
5950,T,63149pat0001,63149
5951,P,973pb0419,3814
5952,P,3068bpr0260,3068b
5953,P,32171pr0025,32171
5954,P,3626cpr1781,3626c
5955,P,1041Apr0002,1041A
5956,B,3135,3135c01
5957,B,995,4180c05
5958,B,996,4180c01
5959,P,3005pr9966,3005
5960,P,26393pr0001,26393
5961,P,3626bpr9977,3626b
5962,P,1041Apr0005,1041A
5963,R,22394,22380
5964,M,18866,30218
5965,P,970c00pr0881,970c00
5966,P,3626cpr1679,3626c
5967,P,970x028pr0937,970x028
5968,P,1041Apr0007,1041A
5969,P,970c00pr0875,970c00
5970,R,41680,41681
5971,P,3626cpr1678,3626c
5972,P,3068bpr0385,3068b
5973,P,4346pr0003,4346
5974,P,2335pr0031,2335
5975,P,970c00pr0861,970c00
5976,P,3626cpr1676,3626c
5977,R,87079pr0015,87079pr0014
5978,P,970c00pr0859,970c00
5979,P,970c00pr0862,970c00
5980,P,3626bpr0214,3626b
5981,P,3626bpr0225,3626b
5982,P,3626cpr1677,3626c
5983,T,21019x106pat01,21019c00
5984,P,3437pr0055,3437
5985,P,2582pr0004,2582
5986,P,93070pr0001,93070
5987,P,3010pr0067,3010
5988,P,3068bpr0255,3068b
5989,P,15875c01pr0008,15875
5990,P,98138pr0034,98138
5991,P,4150pr0026,4150
5992,P,11640pr0001,11640
5993,B,3081a,3081ac01
5994,P,3003pr0021,3003
5995,P,4066pr0104,4066
5996,P,3626bpr0788,3626b
5997,P,30144pr0022,30144
5998,P,2431pr0020,2431
5999,P,970c00pr0360,970c00
6000,P,3003pr0010,3003
6001,A,upn0151a,upn0151
6002,B,458,568c02
6003,P,3068bpr0006,3068b
6004,P,970c00pr9988,970c00
6005,P,3626bpr0680,3626b
6006,P,3678bpr0006,3678b
6007,P,41747pr0016,41747
6008,P,3626bpr0920,3626b
6009,R,47844,47843
6010,P,3664pr0019,3664
6011,P,3068bpr0350,3068b
6012,P,6069pr0009,6069
6013,P,47423pr0007,47423
6014,P,4066pr9998,4066
6015,P,3626bpr0581,3626b
6016,P,87079pr0033,87079
6017,P,3009pr0003,3009
6018,P,3626bpr1545,3626b
6019,P,3626bpr0545,3626b
6020,P,32533pr0574,32533
6021,R,90190,90187c01pr0001
6022,T,55706pat0003,55706
6023,P,1041Apr0008,1041A
6024,P,3960pr0010,3960
6025,P,3626cpr1652,3626c
6026,P,3626cpr1654,3626c
6027,P,973pb0890,3814
6028,B,792,792c04
6029,B,793,792c04
6030,P,973pb0172,3814
6031,B,3814,973c01h01
6032,B,3814,973c31h03
6033,P,clikupn0063pr0001,clikupn0063
6034,P,66855pr0002,66855
6035,B,3814,973c16h16
6036,R,30395,30396
6037,A,3002f,3002
6038,B,3814,973c03h03
6039,B,3814,973c08h25
6040,P,30361cpr1013,30361c
6041,B,3814,973c17h17
6042,P,3011pr9997,3011
6043,P,3009pr0036,3009
6044,P,3068bpr0263,3068b
6045,P,30367cpr1006,30367c
6046,P,609pr0001,609
6047,B,3135,3135c04
6048,P,3626bpr0178,3626b
6049,B,996,4180c04
6050,P,93230pr0003,93230
6051,P,3626cpr2019,3626c
6052,P,14769pr1027,14769
6053,P,3069bpr0145,3069b
6054,P,3069bpr0144,3069b
6055,P,3626cpr0863,3626c
6056,P,92198pr0023,92198
6057,R,41680,41679
6058,P,3626bpr1016,3626b
6059,P,95351pr0002,95351
6060,P,11640pr0002,11640
6061,P,26393pr0002,26393
6062,P,970c00pr1038,970c00
6063,B,upn0383a,568c02
6064,R,20286b,20286a
6065,P,970c00pr1034,970c00
6066,P,2207pr0001,2207
6067,P,970c00pr1037,970c00
6068,P,3626cpr1880,3626c
6069,P,3846pr0035,3846
6070,P,35962c04,35962
6071,P,3069bpr0273,3069b
6072,P,14769pr1151,14769
6073,B,54703,54701c01
6074,P,13785pr0256,13785
6075,P,3626cpr1879,3626c
6076,P,3626cpr1255,3626c
6077,P,3626cpr1881,3626c
6078,B,98138pr0139,67222
6079,P,3001pr9990,3001
6080,P,galupn0040pr0001,galupn0040
6081,P,3626cpr1887,3626c
6082,P,3821pr0001,3821
6083,P,3942bpr0001,3942b
6084,P,3070bpr0071,3070b
6085,P,30195pr0001,30195
6086,P,galupn0040pr0002,galupn0040
6087,P,41750pr0002,41750
6088,P,2586pr0024,2586
6089,P,3678bpr0002,3678b
6090,P,98138pr0143,98138
6091,P,2431pr0035,2431
6092,P,42602pr0003,42602
6093,R,47543pr0008,47543pr0002
6094,P,87621pr0004,87621
6095,P,2586pr0016,2586
6096,R,90203,90187c01pr0001
6097,P,40373pr0002,40373
6098,P,3067pr0005,3067
6099,P,3068bpr0071,3068b
6100,M,3626cpr0638,3626bpr0638
6101,P,95351pr0003,95351
6102,P,3622pr0045,3622
6103,P,3626cpr0638,3626c
6104,P,3068bpr9905,3068b
6105,A,92092,44569
6106,A,98285,43056
6107,P,98388pr0006,98388
6108,A,794,793
6109,P,2335pr0007,2335
6110,M,91966,64415
6111,P,973paj,3814
6112,M,3626cpr0043,3626bpr0043
6113,M,3626bpr1548,3626cpr1548
6114,P,973pb0653,3814
6115,P,32533pr0001,32533
6116,B,3814,973c32h32
6117,B,3814,973c03h01
6118,P,2587pr0017,2587
6119,P,3010pr9980,3010
6120,B,3814,973c01h27
6121,B,3814,973c31h01
6122,P,87079pr0071,87079
6123,P,42060pr0006,42060
6124,P,4066pr0204,4066
6125,P,3068bpr9903,3068b
6126,P,3626cpr1769,3626c
6127,M,3626cpr0633,3626bpr0633
6128,P,970c00pr1511,970c00
6129,P,30647pr0001,30647
6130,P,3626cpr1659,3626c
6131,P,3006pr0005,3006
6132,P,3626cpr1661,3626c
6133,P,970c00pr0848,970c00
6134,P,4474pr0001,4474
6135,P,970c00pr0846,970c00
6136,P,30603pr0001,30603
6137,P,22385pr0004,22385
6138,B,3136,3135c01
6139,B,3136,3135c02
6140,M,11002,6157
6141,T,32574pat0001,32574
6142,P,4744pr0008,4744
6143,P,14769pr1022,14769
6144,P,68609pr0002,68609
6145,P,14769pr1024,14769
6146,P,14769pr1020,14769
6147,P,35962c02,35962
6148,T,32575pat0001,32575
6149,P,92254pr0003,92254
6150,P,30117pr0006,30117
6151,B,3081b,3081bc01
6152,P,3626cpr9797,3626c
6153,P,76371pr0100,76371
6154,P,15068pr0011,15068
6155,M,3307,12939
6156,P,3626cpr1579,3626c
6157,P,3626cpr1763,3626c
6158,P,32171pr0062,32171
6159,P,3004pr9976,3004
6160,R,51035,51036
6161,R,87612,87613
6162,A,93140,4714
6163,P,4744pr0001,4744
6164,P,3626bpr0126,3626b
6165,P,98138pr0014,98138
6166,P,90639pr0013,90639
6167,P,87079pr9991,87079
6168,P,2587pr0012,2587
6169,P,32298pr0001,32298
6170,P,3068bpr0165,3068b
6171,P,3626bpr1066,3626b
6172,P,3626bpr0823,3626b
6173,P,3626cpr1039,3626c
6174,P,3626bpr0477,3626b
6175,P,3626bpr0521,3626b
6176,P,47753pr0004,47753
6177,R,90203,90187c01
6178,P,3626bpr0509,3626b
6179,B,54703,54701c06
6180,P,3002apr0006,3002a
6181,P,3626bpr1550,3626b
6182,P,2431pr0078,2431
6183,R,18976,18977
6184,P,3068bpr9852,3068b
6185,P,3068bpr0408,3068b
6186,P,29988pr0009,29988
6187,P,973pb0741,3814
6188,P,973pb1073,3814
6189,P,973pad,3814
6190,P,3626cpr0975,3626c
6191,P,50986pr0001,50986
6192,P,973pb1113,3814
6193,P,88930pr0005,88930
6194,P,3068bpr0142,3068b
6195,P,87079pr0072,87079
6196,B,3136,3135c03
6197,P,3009pr0031,3009
6198,B,3136,3135c04
6199,P,3068bpr0390,3068b
6200,P,14769pr1023,14769
6201,P,32171pr0034,32171
6202,R,41681,47455
6203,P,98606pr0003,98606
6204,P,72824pr0001,72824
6205,R,22408,22385
6206,M,15254,12939
6207,P,777pr0014,777
6208,P,98100pr0002,98100
6209,P,45462pr0005,45462
6210,P,647pr0001,647
6211,P,3626bpr0127,3626b
6212,P,3068bpr9902,3068b
6213,P,970c00pr0948,970c00
6214,R,24093,24324
6215,M,10190,59275
6216,P,3068bpr0291,3068b
6217,P,1022Apr0152,1022A
6218,P,upn0228pr0010,upn0228
6219,P,3004pr9981,3004
6220,T,51342pat0010,51342
6221,P,970c00pr0004,970c00
6222,P,3039pr9998,3039
6223,P,3626cpr0024,3626c
6224,P,1022Apr0153,1022A
6225,P,973c03h03pr3435,973c03h03
6226,M,3626bpr0514,3626cpr0514
6227,T,23989pat0002,23989
6228,P,3626bpr9965,3626b
6229,P,3005pr9895,3005
6230,M,30367bpr0009,30367cpr0014
6231,B,15391,15391c01
6232,P,4182pr0001,4182
6233,P,66965pr0001,66965
6234,M,98393i,87989
6235,A,32125,2712
6236,P,11055pr0002,11055
6237,P,3626cpr3723,3626c
6238,R,24132,24130
6239,P,20953pr0001,20953
6240,R,2348b,2349a
6241,R,2349a,4315
6242,A,32124,2711
6243,P,95351pr0004,95351
6244,R,4739a,4738a
6245,P,2431pr0064,2431
6246,P,98376pr0002,98376
6247,P,970c00pr1510,970c00
6248,P,3068bpr9851,3068b
6249,P,3626cpr1523,3626c
6250,P,4150pr0016,4150
6251,P,30261pr0007,30261
6252,P,970c00pr0544,970c00
6253,P,3626cpr1528,3626c
6254,P,2446pr0041,2446
6255,P,970c00pr0741,970c00
6256,P,3626cpr1274,3626c
6257,P,30602pr0017,30602
6258,P,606pr0003,606
6259,P,3626bpr0028,3626b
6260,P,1022Apr0154,1022A
6261,P,1022Apr0155,1022A
6262,P,2431pr0049,2431
6263,P,3678bpr0029,3678b
6264,P,99241pr0001,99241
6265,R,90190,90187c01
6266,P,30622pr0003,30622
6267,A,733ex,733
6268,P,1022Apr0156,1022A
6269,P,3626bpr0369,3626b
6270,P,3003pr0019,3003
6271,P,3003pr0020,3003
6272,P,973c14h14pr3111,973c14h14
6273,P,607pr0001,607
6274,P,970c00pr0039,970c00
6275,P,26603pr0047,26603
6276,P,61287pr0006,61287
6277,P,970x154pr0487,970x154
6278,P,24093pr0004,24093
6279,P,20308pr0002,20308
6280,P,66857pr0006,66857
6281,P,970c00pr0208,970c00
6282,P,22385pr0005,22385
6283,P,3001pr0033,3001
6284,P,30633pr0003,30633
6285,P,2230pr0002,2230
6286,P,87079pr0076,87079
6287,P,14769pr1025,14769
6288,P,3622pr9993,3622
6289,P,72824pr0005,72824
6290,P,3068bpr0265,3068b
6291,P,30258pr0002,30258
6292,P,6214pr0002,6214
6293,B,3082,3081ac01
6294,P,98113pr0001,98113
6295,P,47543pr0009,47543
6296,P,45449pr0007,45449
6297,P,30363pr0013,30363
6298,P,45449pr0009,45449
6299,P,6179pr9987,6179
6300,B,54703,54701c05
6301,B,6160,6160c04
6302,P,970c00pr1112,970c00
6303,P,16925c01pr0141,16925
6304,M,14682,40620
6305,P,upn0244pr0006,upn0244
6306,A,71137,40620
6307,P,14769pr0009,14769
6308,M,3626bpr1544,3626cpr1544
6309,A,973c27h01pr4665,973c27h01pr3798
6310,P,3626cpr1530,3626c
6311,R,4715,4714
6312,P,3939pr0003,3939
6313,P,3626cpr1100,3626c
6314,M,76764,3847
6315,R,6542b,6539
6316,P,2408pr0004,2408
6317,P,2513pr0004,2513
6318,P,747c01pr0007,747
6319,R,77127,77873pr0001
6320,R,24307,24299
6321,P,4066pr0232,4066
6322,R,49242,78948pr0001
6323,R,4739b,4738b
6324,P,3004pr9961,3004
6325,P,14769pr1042,14769
6326,B,852,850c01
6327,P,3626bpr0278,3626b
6328,P,16925c01pr0126,16925
6329,P,6474pr9996,6474
6330,P,15490pr0002,15490
6331,P,32171pr0041,32171
6332,P,2335pr0004,2335
6333,P,3039pr0076,3039
6334,P,93056pr0004,93056
6335,P,3626cpr1122,3626c
6336,R,49242,75357pr0001
6337,P,98835pr0002,98835
6338,P,3626bpr0743,3626b
6339,P,3062bpr9990,3062b
6340,P,970c00pr0345,970c00
6341,P,98603pr0001,98603
6342,P,2446pr0023,2446
6343,P,3626cpr1087,3626c
6344,P,3626cpr1202,3626c
6345,P,3678bpr0021,3678b
6346,P,30366pr0001,30366
6347,P,93591pr0001,93591
6348,P,4346pr0015,4346
6349,P,90187c01pr0001,90187c01
6350,P,30562pr0001,30562
6351,P,3298pr0012,3298
6352,P,3626bpr0690,3626b
6353,P,3626bpr0705,3626b
6354,P,3626bpr1548,3626b
6355,P,14769pr1015,14769
6356,P,970c00pr0211,970c00
6357,P,6179pr0023,6179
6358,P,18973pr0001,18973
6359,B,18978a,18978
6360,P,98653pr0001,98653
6361,P,973p7y,3814
6362,P,973pb0680,3814
6363,P,3001pr9999,3001
6364,P,87079pr0077,87079
6365,P,20308pr0001,20308
6366,P,14769pr1026,14769
6367,P,92198pr0022,92198
6368,P,3626bpr0590,3626b
6369,P,3069bpr0149,3069b
6370,P,2715pr0001,2715
6371,B,3082,3081bc01
6372,P,11344pr0006,11344
6373,P,2447pr0003,2447
6374,P,87079pr9950,87079
6375,P,30261pr0009,30261
6376,B,98109pr0001,98109c01pr0001
6377,R,15254,20309
6378,P,3626cpr3512,3626c
6379,P,3626cpr3485,3626c
6380,A,57894,6160
6381,M,3626cpr0472,3626bpr0472
6382,P,4865bpr0004,4865b
6383,P,4066pr9997,4066
6384,B,6160,6160c02
6385,B,6160,6160c05
6386,B,851a,850c01
6387,P,4066pr0166,4066
6388,P,14769pr0011,14769
6389,R,6542a,6539
6390,P,3062bpr0017,3062b
6391,B,15392,15391c01
6392,P,87079pr0197,87079
6393,P,3039pr9968,3039
6394,P,30370pr0021,30370
6395,A,21229,30056
6396,P,309pr0001,309
6397,P,3678bpr0065,3678b
6398,P,32171pr0058,32171
6399,P,3626cpr3694,3626c
6400,R,24093pr0004,24324
6401,P,3678bpr0055,3678b
6402,R,24196pr0002,24199
6403,P,970c00pr0744,970c00
6404,P,3626cpr1991,3626c
6405,P,87079pr0198,87079
6406,P,3626cpr1886,3626c
6407,P,3626cpr1889,3626c
6408,P,3626cpr1882,3626c
6409,P,4066pr0170,4066
6410,P,3626cpr1884,3626c
6411,P,3626cpr1888,3626c
6412,P,3626cpr1883,3626c
6413,P,3626cpr1885,3626c
6414,P,43693pr0002,43693
6415,P,4066pr9996,4066
6416,P,970c00pr8999,970c00
6417,P,3626cpr2011,3626c
6418,P,970c00pr0976,970c00
6419,P,68869pr0104,68869
6420,P,50231pr9998,50231
6421,R,73836pr0001,49242
6422,P,3626bpr0966,3626b
6423,P,970c00pr1047,970c00
6424,P,18051pr0002,18051
6425,P,3961pr0010,3961
6426,B,850,850c02
6427,P,4066pr0124,4066
6428,P,3626bpr0875,3626b
6429,P,2586pr0011,2586
6430,P,3626bpr0834,3626b
6431,P,22385pr0109,22385
6432,P,2446pr0039,2446
6433,P,4066pr0184,4066
6434,P,970c00pr0029,970c00
6435,P,3068bpr0191,3068b
6436,P,3678apr0004,3678a
6437,P,87621pr0005,87621
6438,P,3008apr0023,3008a
6439,B,850,850c01
6440,P,2446pr0021,2446
6441,P,3005pr9996,3005
6442,P,4150pr0003,4150
6443,P,18858pr0001,18858
6444,P,98653pr0002,98653
6445,P,90187c01pr0002,90187c01
6446,P,3941pr0001,3941
6447,P,98569pr0010,98569
6448,B,54703,54701c04
6449,P,973pb0731,3814
6450,P,92198pr0019,92198
6451,P,22385pr0006,22385
6452,B,18978b,18978
6453,P,14769pr1105,14769
6454,P,973pb0857,3814
6455,P,973pb0615,3814
6456,P,3626cpr2618,3626c
6457,P,3626cpr2625,3626c
6458,P,98138pr0035,98138
6459,T,21019c00pat002,21019c00
6460,P,3068bpr0264,3068b
6461,P,35962c05,35962
6462,P,72824pr0002,72824
6463,R,59218pat0002,59217pat0002
6464,P,3005pr9983,3005
6465,B,98113,98109c01pr0001
6466,P,30144pr0016,30144
6467,M,10830pat0001,30152pat0001
6468,P,970c00pr0275,970c00
6469,P,3626cpr0870,3626c
6470,B,6160,6160c01
6471,P,3622pr9991,3622
6472,R,32187,6539
6473,A,649pr0015,649pr0012
6474,P,penupn0003pr0076,penupn0003
6475,P,970c00pr0426,970c00
6476,P,3069bpr0162,3069b
6477,R,24196pr0003,24199
6478,P,penupn0004pr0149,penupn0004
6479,P,penupn0004pr0150,penupn0004
6480,P,penupn0004pr0151,penupn0004
6481,P,3626bpr0017,3626b
6482,P,3069bpr0192,3069b
6483,P,6309pr0137,6309
6484,P,40380c01pr0004,40380c01
6485,P,penupn0004pr0152,penupn0004
6486,P,penupn0004pr0153,penupn0004
6487,P,penupn0004pr0154,penupn0004
6488,P,970c00pr1054,970c00
6489,P,penupn0003pr0077,penupn0003
6490,P,penupn0003pr0078,penupn0003
6491,P,penupn0003pr0079,penupn0003
6492,P,penupn0004pr0155,penupn0004
6493,P,penupn0006pr0059,penupn0006
6494,P,3626cpr1918,3626c
6495,P,3626cpr1924,3626c
6496,P,87693pr0001,87693
6497,P,3626cpr1920,3626c
6498,P,3005pr9914,3005
6499,P,88646pr0002,88646
6500,P,970c00pr1053,970c00
6501,P,3626bpr0080,3626b
6502,P,93056pr0001,93056
6503,P,970c00pr1051,970c00
6504,P,970c00pr1052,970c00
6505,P,3626cpr1917,3626c
6506,P,3626cpr1919,3626c
6507,P,3626cpr1928,3626c
6508,P,3626cpr1929,3626c
6509,P,3626cpr1916,3626c
6510,P,3626bpr0122,3626b
6511,P,3626cpr1922,3626c
6512,P,3626cpr1925,3626c
6513,P,3626cpr1931,3626c
6514,P,3626cpr1926,3626c
6515,P,3626cpr1930,3626c
6516,P,3626cpr1927,3626c
6517,P,3626cpr1921,3626c
6518,P,3010pr9959,3010
6519,P,3626cpr1923,3626c
6520,A,649pr0014,649pr0012
6521,P,3626cpr1798,3626c
6522,P,3070bpr0085,3070b
6523,P,3068bpr0100,3068b
6524,P,41747pr0009,41747
6525,P,3626bpr0866,3626b
6526,P,3626cpr1071,3626c
6527,P,25269pr0005,25269
6528,P,4150pr0030,4150
6529,P,1022Apr0159,1022A
6530,P,3010pr9984,3010
6531,P,3626cpr1079,3626c
6532,M,3626cpr0675,3626bpr0675
6533,R,63777,63284
6534,P,30127pr0001,30127
6535,P,1022Apr0160,1022A
6536,P,3626bpr1549,3626b
6537,R,63776,63284
6538,P,1022Apr0161,1022A
6539,P,3626bpr0708,3626b
6540,P,3008pr0017,3008
6541,P,3961pr0007,3961
6542,P,98653pr0003,98653
6543,P,970x140pr1652,970x140
6544,P,1021Apr0078,1021A
6545,P,973pb0982,3814
6546,P,973pss,3814
6547,P,973pb1239,3814
6548,P,973pb0105,3814
6549,P,35649pr0003,35649
6550,P,973pb0510,3814
6551,P,6309pr0072,6309
6552,R,59218pat0001,59217pat0001
6553,P,3004pr9988,3004
6554,T,21019c00pat004,21019c00
6555,B,98113pr0001,98109c01pr0001
6556,M,90463,30152pat0001
6557,P,3626bpr0302,3626b
6558,M,62885,55707a
6559,P,51035pr0003,51035
6560,P,3069bpr0168,3069b
6561,P,45466pr0002,45466
6562,P,6179pr0029,6179
6563,B,6160,6160c03
6564,R,6542b,18947
6565,R,6542a,18947
6566,P,31110pr0069,31110
6567,P,31170pr0001,31170
6568,P,3626cpr2037,3626c
6569,P,3068bpr0298,3068b
6570,P,3626bpr0318,3626b
6571,P,3437pr0068,3437
6572,P,6474pr9990,6474
6573,P,3626cpr1784,3626c
6574,P,3626cpr1782,3626c
6575,P,3068bpr9850,3068b
6576,P,3068bpr9981,3068b
6577,P,3626cpr1790,3626c
6578,P,3298pr0028,3298
6579,P,970c00pr1138,970c00
6580,P,3626cpr0816,3626c
6581,P,3626cpr2040,3626c
6582,P,14769pr1055,14769
6583,P,3626bpr0249,3626b
6584,P,3626cpr2044,3626c
6585,P,970c00pr1137,970c00
6586,P,98138pr0162,98138
6587,B,98138pr0164,67216
6588,P,3068bpr0306,3068b
6589,P,32523pr0001,32523
6590,P,25269pr0001,25269
6591,P,3626cpr0992,3626c
6592,P,44375bpr9997,44375b
6593,P,31110pr0007,31110
6594,P,61287pr0002,61287
6595,P,4744pr0003,4744
6596,P,2654pr0011,2654
6597,P,4864apr0011,4864a
6598,M,851b,851a
6599,P,98138pr0025,98138
6600,P,86500pr0003,86500
6601,P,3070bpr0174,3070b
6602,P,14769pr1062,14769
6603,P,970x268pr0010,970x268
6604,P,3899pr0009,3899
6605,P,30366pr0003,30366
6606,P,98138pr9999,98138
6607,P,4066pr9995,4066
6608,P,970c00pr0257,970c00
6609,P,4066pr0225,4066
6610,P,973c14h14pr3027,973c14h14
6611,P,3626bpr0493,3626b
6612,P,3626cpr1525,3626c
6613,P,3626cpr1524,3626c
6614,P,64867pr0003,64867
6615,P,6309pr0066,6309
6616,P,3068bpr0086,3068b
6617,P,973c24h03pr3069,973c24h03
6618,P,3068bpr0172,3068b
6619,P,970c00pr0507,970c00
6620,P,98138pr0032,98138
6621,P,970x023pr0005,970x023
6622,P,2431pr0069,2431
6623,B,851b,850c02
6624,B,20286b,20286c01
6625,P,3626bpr0026,3626b
6626,P,3626bpr0952,3626b
6627,P,18746pr0001,18746
6628,P,93070pr0006,93070
6629,P,6131pr0001,6131
6630,P,3626bpr1025,3626b
6631,P,3010pr9945,3010
6632,P,93587pr0003,93587
6633,P,22385pr0007,22385
6634,P,973pb0736,3814
6635,P,2440pr0004,2440
6636,P,973pb1321,3814
6637,P,14769pr1019,14769
6638,P,3626cpr9973,3626c
6639,P,3069bpr0096,3069b
6640,P,11408c01pr0113,11408c01
6641,P,72824pr0003,72824
6642,R,98112pr0001,98109c01pr0001
6643,P,30603pr0012,30603
6644,P,6259pr0001,6259
6645,P,3070bpr0160,3070b
6646,P,3004pr9977,3004
6647,P,4066pr0102,4066
6648,R,18946,18947
6649,P,3298pr0006,3298
6650,P,3070bpr0157,3070b
6651,P,14769pr1031,14769
6652,P,973c26h01pr0002,973c26h01
6653,P,30603pr0015,30603
6654,P,35962c03,35962
6655,P,675pr0001,675
6656,P,970c00pr0979,970c00
6657,P,2490pr0009,2490
6658,P,3626cpr1780,3626c
6659,P,3626cpr1786,3626c
6660,P,14pr0006,14
6661,P,3626cpr1861,3626c
6662,P,3039pr9996,3039
6663,P,3678bpr0054,3678b
6664,P,3069bpr0036,3069b
6665,P,3068apr0001,3068a
6666,P,87621pr0001,87621
6667,P,970c00pr0990,970c00
6668,P,973c03h01pr9999,973c03h01
6669,P,3011pr9996,3011
6670,P,3005pr9894,3005
6671,P,970c00pr0992,970c00
6672,P,374pr0003,374
6673,P,4864apr0008,4864a
6674,P,3626cpr1837,3626c
6675,P,3626cpr1842,3626c
6676,P,970c00pr0368,970c00
6677,P,973c01h03pr9711,973c01h03
6678,P,973c02h02pr0327,973c02h02
6679,P,973c12h19pr0120,973c12h19
6680,P,973c01h03pr0051,973c01h03
6681,P,973c01h01pr0087,973c01h01
6682,P,3626bpr0820,3626b
6683,P,3626cpr8997,3626c
6684,P,973c27h01pr0031,973c27h01
6685,B,54703,54701c03
6686,P,3070bpr9998,3070b
6687,P,3626bpr0086,3626b
6688,P,3626bpr0134,3626b
6689,P,3626bpr1165,3626b
6690,P,970c00pr0403,970c00
6691,R,13699pr0001,11356pr0001
6692,P,2440pr0005,2440
6693,P,14769pr1010,14769
6694,P,35649pr0002,35649
6695,P,3626bpr1546,3626b
6696,P,3298pr0018,3298
6697,P,3070bpr9997,3070b
6698,R,13699pr0001,11356pr0002
6699,P,18973pr0002,18973
6700,P,3010pr9957,3010
6701,P,3004pr0021,3004
6702,P,3626bpr0805,3626b
6703,P,973pb1244,3814
6704,P,4066pr0121,4066
6705,P,973pb0121,3814
6706,P,973pb0576,3814
6707,P,88930pr0008,88930
6708,P,6179pr0013,6179
6709,P,45449pr0003,45449
6710,P,24394pr1129,24394c00
6711,P,14769pr1032,14769
6712,R,32187,18947
6713,P,3005pr9988,3005
6714,P,14769pr1030,14769
6715,P,3626cpr1797,3626c
6716,P,973c03h01pr0005,973c03h01
6717,P,25269pr0002,25269
6718,P,3068bpr0293,3068b
6719,A,76110c01,76110c02
6720,P,3069bpr0169,3069b
6721,P,35649pr0001,35649
6722,P,3626cpr1841,3626c
6723,P,3626cpr1839,3626c
6724,P,3626cpr1835,3626c
6725,P,3846pr0027,3846
6726,P,3626cpr1836,3626c
6727,P,3626cpr1834,3626c
6728,P,3626cpr1833,3626c
6729,P,3626cpr1838,3626c
6730,P,3626cpr1830,3626c
6731,P,3068bpr9901,3068b
6732,A,76110c02,76110c05
6733,P,970c00pr1000,970c00
6734,A,76110c03,76110c04
6735,P,3068bpr9900,3068b
6736,P,1022Apr0157,1022A
6737,P,970c00pr1001,970c00
6738,P,970c00pr0998,970c00
6739,P,1022Apr0158,1022A
6740,P,1022Apr0162,1022A
6741,P,970c00pr0993,970c00
6742,P,1022Apr0163,1022A
6743,P,92198pr0028,92198
6744,P,970c00pr0747,970c00
6745,P,3068bpr0320,3068b
6746,P,98138pr0074,98138
6747,P,22385pr0016,22385
6748,P,22385pr0018,22385
6749,P,57895pr0004,57895
6750,P,3069bpr0043,3069b
